study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB21504	SAMEA104205750	ERS1864768	ERX2145704	ERR2088910	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088910/ERR2088910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088910/ERR2088910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088910/ERR2088910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088910/ERR2088910_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC81.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC81.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC81.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC81.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088910	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088910		
PRJEB21504	SAMEA104205751	ERS1864769	ERX2145705	ERR2088911	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088911/ERR2088911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088911/ERR2088911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088911/ERR2088911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088911/ERR2088911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC82.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC82.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC82.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC82.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088911	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088911		
PRJEB21504	SAMEA104205752	ERS1864770	ERX2145706	ERR2088912	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088912/ERR2088912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088912/ERR2088912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088912/ERR2088912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088912/ERR2088912_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC83.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC83.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC83.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC83.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088912	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088912		
PRJEB21504	SAMEA104205753	ERS1864771	ERX2145707	ERR2088913	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088913/ERR2088913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088913/ERR2088913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088913/ERR2088913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088913/ERR2088913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC84.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC84.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC84.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC84.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088913	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088913		
PRJEB21504	SAMEA104205754	ERS1864772	ERX2145708	ERR2088914	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088914/ERR2088914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088914/ERR2088914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088914/ERR2088914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088914/ERR2088914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC85.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC85.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC85.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC85.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088914	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088914		
PRJEB21504	SAMEA104205755	ERS1864773	ERX2145709	ERR2088915	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088915/ERR2088915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088915/ERR2088915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088915/ERR2088915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088915/ERR2088915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC86.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC86.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC86.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC86.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088915	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088915		
PRJEB21504	SAMEA104205756	ERS1864774	ERX2145710	ERR2088916	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088916/ERR2088916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088916/ERR2088916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088916/ERR2088916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088916/ERR2088916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC87.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC87.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC87.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC87.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088916	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088916		
PRJEB21504	SAMEA104205757	ERS1864775	ERX2145711	ERR2088917	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088917/ERR2088917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088917/ERR2088917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088917/ERR2088917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088917/ERR2088917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC88.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC88.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC88.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC88.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088917	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088917		
PRJEB21504	SAMEA104205758	ERS1864776	ERX2145712	ERR2088918	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088918/ERR2088918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088918/ERR2088918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088918/ERR2088918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088918/ERR2088918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC89.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC89.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC89.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC89.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088918	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088918		
PRJEB21504	SAMEA104205759	ERS1864777	ERX2145713	ERR2088919	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088919/ERR2088919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088919/ERR2088919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088919/ERR2088919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088919/ERR2088919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC90.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC90.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC90.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC90.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088919	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088919		
PRJEB21504	SAMEA104205760	ERS1864778	ERX2145714	ERR2088920	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088920/ERR2088920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088920/ERR2088920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088920/ERR2088920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088920/ERR2088920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC91.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC91.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC91.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC91.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088920	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088920		
PRJEB21504	SAMEA104205761	ERS1864779	ERX2145715	ERR2088921	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088921/ERR2088921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088921/ERR2088921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088921/ERR2088921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088921/ERR2088921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC92.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC92.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC92.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC92.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088921	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088921		
PRJEB21504	SAMEA104205762	ERS1864780	ERX2145716	ERR2088922	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088922/ERR2088922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088922/ERR2088922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088922/ERR2088922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088922/ERR2088922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC93.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC93.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC93.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC93.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088922	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088922		
PRJEB21504	SAMEA104205763	ERS1864781	ERX2145717	ERR2088923	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088923/ERR2088923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088923/ERR2088923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088923/ERR2088923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088923/ERR2088923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC94.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC94.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC94.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC94.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088923	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088923		
PRJEB21504	SAMEA104205764	ERS1864782	ERX2145718	ERR2088924	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088924/ERR2088924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088924/ERR2088924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088924/ERR2088924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088924/ERR2088924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC95.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC95.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC95.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC95.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088924	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088924		
